Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,16,18,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,27,29,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,61,65,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,85,88,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,91,102,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,67,71,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,357,383,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,10,10,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,36,36,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,116,116,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,250,251,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,364,366,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,341,342,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,85+,310,317,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1430,1441,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,25,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,69,71,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,188,192,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,314,330,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,295,308,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,85+,264,278,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1159,1208,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,25-34,12,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,35-44,27,27,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,45-54,53,53,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,55-64,118,118,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,65-74,173,173,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,75-84,149,149,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,85+,109,109,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrest,I46,All Ages,642,642,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,10,10,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,29,30,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,73,73,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,103,105,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,134,137,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,354,360,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,45-54,11,11,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,55-64,28,28,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,65-74,84,84,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,75-84,109,109,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,85+,171,172,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Heart failure,I50,All Ages,412,413,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,17,17,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,23,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,78,79,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,86,91,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,107,110,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,322,333,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,34,39,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,51,55,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,75,82,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,122,131,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,126,140,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,101,111,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,523,574,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,25-34,27,27,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,35-44,38,38,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,45-54,68,68,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,55-64,119,119,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,65-74,146,146,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,75-84,140,140,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,85+,81,81,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Sepsis,Sepsis,A40-A41,All Ages,623,623,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,14,19,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,68,76,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,95,108,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,111,119,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,72,81,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,367,412,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,25-34,19,19,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,35-44,59,59,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,45-54,154,154,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,55-64,268,270,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,65-74,410,413,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,75-84,323,324,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,85+,171,172,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Diabetes,Diabetes,E10-E14,All Ages,1411,1418,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,0-24,16,16,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,25-34,46,46,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,35-44,116,116,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,45-54,138,138,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,55-64,185,185,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,65-74,131,131,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,75-84,44,44,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Obesity,Obesity,E65-E68,All Ages,683,683,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,65-74,12,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,75-84,65,65,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,85+,116,116,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Alzheimer disease,Alzheimer disease,G30,All Ages,195,195,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,40,40,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,168,168,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,273,274,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,486,487,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,25-34,20,20,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,35-44,50,50,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,45-54,80,81,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,55-64,151,152,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,65-74,204,210,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,75-84,151,157,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,85+,92,95,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,Renal failure,Renal failure,N17-N19,All Ages,753,770,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,30,87,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,33,93,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,48,121,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,56,136,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,68,117,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,45,88,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,39,82,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,325,749,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,28,39,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,93,146,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,158,259,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,268,393,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,480,753,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,663,1058,
