Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrest,I46,85+,376.0,378.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrest,I46,All Ages,1980.0,1989.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,10.0,10.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,25.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,89.0,90.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,257.0,259.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,402.0,407.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,310.0,313.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1096.0,1108.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,35-44,23.0,23.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,45-54,68.0,68.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,55-64,201.0,201.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,65-74,357.0,357.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,75-84,526.0,526.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,85+,433.0,434.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Heart failure,I50,All Ages,1619.0,1620.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,12.0,12.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,48.0,48.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,137.0,138.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,253.0,257.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,290.0,293.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,217.0,221.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,962.0,974.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,19.0,21.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,47.0,54.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,91.0,99.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,219.0,225.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,351.0,373.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,332.0,359.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,280.0,304.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1345.0,1443.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,25-34,12.0,12.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,35-44,57.0,57.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,45-54,140.0,140.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,55-64,295.0,295.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,65-74,442.0,442.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,75-84,369.0,369.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,85+,209.0,209.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Sepsis,Sepsis,A40-A41,All Ages,1531.0,1531.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,14.0,14.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,49.0,59.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,165.0,192.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,330.0,381.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,321.0,356.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,216.0,257.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1099.0,1266.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,25-34,24.0,24.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,35-44,81.0,81.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,45-54,187.0,189.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,55-64,482.0,483.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,65-74,834.0,837.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,75-84,752.0,758.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,85+,367.0,368.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Diabetes,Diabetes,E10-E14,All Ages,2733.0,2746.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,0-24,11.0,11.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,25-34,38.0,38.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,35-44,83.0,83.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,45-54,133.0,133.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,55-64,156.0,156.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,65-74,151.0,151.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,75-84,79.0,79.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Obesity,Obesity,E65-E68,All Ages,657.0,657.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,65-74,48.0,48.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,75-84,168.0,173.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,85+,276.0,279.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Alzheimer disease,Alzheimer disease,G30,All Ages,498.0,506.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,15.0,15.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,91.0,92.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,354.0,355.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,455.0,455.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,917.0,919.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,25-34,14.0,14.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,35-44,42.0,44.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,45-54,145.0,147.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,55-64,282.0,290.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,65-74,468.0,485.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,75-84,400.0,416.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,85+,227.0,231.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,Renal failure,Renal failure,N17-N19,All Ages,1582.0,1631.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,21.0,38.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,14.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,41.0,73.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,75.0,134.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,81.0,169.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,80.0,168.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,320.0,625.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,18.0,28.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,74.0,108.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,200.0,292.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,406.0,614.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,983.0,1488.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1445.0,2329.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1515.0,2350.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1177.0,1921.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,5818.0,9130.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,0-24,47.0,47.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,25-34,211.0,211.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,35-44,490.0,490.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,45-54,1075.0,1075.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,55-64,2344.0,2344.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,65-74,3649.0,3649.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,75-84,3817.0,3817.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,85+,3008.0,3008.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Mississippi,COVID-19,COVID-19,U071,All Ages,14641.0,14641.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,35.0,36.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,81.0,86.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,262.0,285.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,638.0,682.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,1618.0,1716.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,2485.0,2601.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,2798.0,2886.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,2309.0,2356.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,10226.0,10648.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,19.0,19.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,63.0,65.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,268.0,278.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,531.0,555.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,681.0,721.0,
